"New Category Structure from October 15, 2019 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","Bottles: Glass","","","","563"
"","","Cans: US","","","","3915"
"","","","Cone Tops","","","3916"
"","","","Flat Tops","","","3917"
"","","","Pull Tabs","","","3918"
"","","","Other Collectible US Beer Cans","","","564"
"","","Cans: International","","","","3919"
"","","Clocks","","","","35717"
"","","Clothing","","","","50736"
"","","Coasters","","","","565"
"","","Coolers","","","","50732"
"","","Drinkware, Steins","","","","3920"
"","","","Glasses","","","35718"
"","","","","Germany","","35719"
"","","","","US","","35720"
"","","","","","Budweiser","35721"
"","","","","","Miller","35722"
"","","","","","Other Vintage US Beer Glasses","3921"
"","","","","Other Vintage Beer Glasses","","35723"
"","","","Lidded Steins","","","40041"
"","","","","Germany","","40042"
"","","","","US","","40043"
"","","","","Other Lidded Steins","","3922"
"","","","Mugs","","","35724"
"","","","","Germany","","35725"
"","","","","US","","3923"
"","","","","Other Vintage Beer Mugs","","35726"
"","","","Pitchers","","","3924"
"","","","Steins","","","40044"
"","","","","Germany","","40045"
"","","","","US","","40046"
"","","","","Other Vintage Beer Steins","","3925"
"","","","Other Vintage Beer Drinkware","","","570"
"","","Hats","","","","50733"
"","","Labels","","","","567"
"","","Lighters","","","","50734"
"","","Mirrors","","","","13551"
"","","Openers","","","","566"
"","","Patches","","","","50735"
"","","Pins","","","","72041"
"","","Playing Cards","","","","35728"
"","","Posters, Prints","","","","35729"
"","","Pre-Prohibition","","","","568"
"","","Signs & Tins","","","","50737"
"","","","Budweiser","","","50738"
"","","","Coors","","","50739"
"","","","Corona","","","50740"
"","","","Guinness","","","50741"
"","","","Hamm's","","","50742"
"","","","Heineken","","","50743"
"","","","Michelob","","","50744"
"","","","Miller","","","50745"
"","","","Pabst","","","50746"
"","","","Rolling Rock","","","63746"
"","","","Schlitz","","","50747"
"","","","Other Beer Signs & Tins","","","569"
"","","Tap Handles, Knobs","","","","35730"
"","","","Budweiser","","","35731"
"","","","Miller","","","35732"
"","","","Other Beer Tap Handles, Knobs","","","571"
"","","Towels","","","","35733"
"","","Trays","","","","572"
"","","Other Breweriana","","","","118"
"","Casino","","","","","898"
"","","Cards","","","","10908"
"","","Card Dealer Shoe","","","","63747"
"","","Card Guards","","","","150118"
"","","Card Shuffler","","","","63748"
"","","Casino Memorabilia","","","","66504"
"","","","Ashtrays","","","13714"
"","","","Glasses, Cups, Mugs","","","35748"
"","","","Hotel Room Keys","","","63762"
"","","","Matchbooks","","","73481"
"","","","Signs","","","82485"
"","","","T-Shirts, Shirts","","","73482"
"","","","Watches","","","73483"
"","","","Other Casino Memorabilia","","","66535"
"","","Chips","","","","35743"
"","","","Individual Casino Chips","","","63749"
"","","","","Fractionals","","70956"
"","","","","$1","","63750"
"","","","","$2.50","","63751"
"","","","","$5","","63752"
"","","","","$10","","63753"
"","","","","$25","","63754"
"","","","","$100","","63755"
"","","","","Other Individual Casino Chips","","63756"
"","","","Non-Casino Chips","","","156284"
"","","","Poker Chips","","","150119"
"","","","Sets","","","63757"
"","","","","300","","63758"
"","","","","400","","70957"
"","","","","500","","63759"
"","","","","600","","70958"
"","","","","650","","70959"
"","","","","1000","","95115"
"","","","","Other Casino Chip Sets","","63760"
"","","","Storage & Supplies","","","73484"
"","","","","Cases","","73485"
"","","","","Trays, Racks","","73486"
"","","","","Other Casino Storage, Supplies","","73487"
"","","","Reproductions","","","156283"
"","","Dealer Buttons","","","","63761"
"","","Dice","","","","10909"
"","","Manuals, Strategy","","","","73488"
"","","Roulette Wheels, Sets","","","","73489"
"","","Slot Cards","","","","63763"
"","","Slots","","","","13728"
"","","","Machines","","","14283"
"","","","","Antique Coin Slot Machines","","14282"
"","","","","Non-Functional Slot Machines","","14284"
"","","","","Skill Slot Machines","","13729"
"","","","","Token Slot Machines","","3948"
"","","","","Other Slot Machines","","172509"
"","","","Manuals & Guides","","","112665"
"","","","Replacement Parts","","","13731"
"","","","Other Slots Collectibles","","","66536"
"","","Strikes","","","","3443"
"","","Tables, Layouts","","","","35749"
"","","Tokens","","","","3512"
"","","Trade Stimulators","","","","3949"
"","","Other Casino Collectibles","","","","573"
"","Clocks","","","","","397"
"","","Antique (Pre-1930)","","","","13851"
"","","","Alarm","","","35734"
"","","","Cuckoo, Black Forest","","","13850"
"","","","Grandfather","","","13852"
"","","","Shelf, Mantel","","","13853"
"","","","Wall","","","13854"
"","","","Other Antique Clocks","","","3929"
"","","Vintage (1930-69)","","","","13855"
"","","","Alarm","","","13856"
"","","","Cuckoo, Black Forest","","","10020"
"","","","Grandfather","","","13857"
"","","","Shelf, Mantel","","","13858"
"","","","Wall","","","13859"
"","","","Other Vintage Clocks","","","3931"
"","","Modern (1970-Now)","","","","13860"
"","","","Alarm","","","13861"
"","","","Cuckoo, Black Forest","","","35735"
"","","","Grandfather","","","157006"
"","","","Novelty","","","3933"
"","","","Shelf, Mantel","","","10021"
"","","","Wall","","","10022"
"","","","Other Modern Clocks (1970-Now)","","","3930"
"","","Parts & Tools","","","","10027"
"","","","Attachments","","","10028"
"","","","Hand Tools","","","10029"
"","","","Machinery","","","10030"
"","","","Parts","","","10031"
"","","","Other Clock Parts & Tools","","","10026"
"","","Price Guides & Publications","","","","171188"
"","Comics","","","","","63"
"","","International Editions","","","","3956"
"","","Platinum Age (1897-1937)","","","","65"
"","","Golden Age (1938-55)","","","","66"
"","","","Cartoon Character","","","3972"
"","","","Classics Illustrated","","","14006"
"","","","Crime","","","69"
"","","","Funny Animal","","","71"
"","","","Horror & Sci-Fi","","","70"
"","","","Jungle","","","155262"
"","","","Movie, TV & Radio","","","155263"
"","","","Romance","","","3973"
"","","","Sports","","","165336"
"","","","Superhero","","","68"
"","","","War","","","3974"
"","","","Westerns","","","3975"
"","","","Reprints","","","165341"
"","","","Other Golden Age Comics","","","67"
"","","Silver Age (1956-69)","","","","73"
"","","","Alternative & Underground","","","173579"
"","","","Cartoon Character","","","3976"
"","","","Classics Illustrated","","","14007"
"","","","Horror & Sci-Fi","","","76"
"","","","Jungle","","","155276"
"","","","Movie, TV & Music","","","82486"
"","","","Romance","","","3977"
"","","","Sports","","","165345"
"","","","Superhero","","","32723"
"","","","","Aquaman","","32724"
"","","","","Atom","","32725"
"","","","","Avengers","","32726"
"","","","","Batman","","32727"
"","","","","Beware of the Creeper","","165346"
"","","","","Blackhawk","","165347"
"","","","","Brave and the Bold","","32728"
"","","","","Captain America","","32729"
"","","","","Daredevil","","32730"
"","","","","Doom Patrol","","165348"
"","","","","Dr. Strange","","73490"
"","","","","Fantastic Four","","32731"
"","","","","Flash","","32732"
"","","","","Green Lantern","","32733"
"","","","","Hawk and Dove","","165349"
"","","","","Hawkman","","155277"
"","","","","Incredible Hulk","","32734"
"","","","","Iron Man","","32735"
"","","","","Justice League of America","","32737"
"","","","","Metal Men","","165350"
"","","","","Nick Fury","","165351"
"","","","","Plastic Man","","165353"
"","","","","Sea Devils","","165354"
"","","","","Sgt. Fury","","165355"
"","","","","Silver Surfer","","32738"
"","","","","Spectre","","165356"
"","","","","Spider-Man","","32739"
"","","","","Sub-Mariner","","32741"
"","","","","Superboy","","32742"
"","","","","Superman","","32743"
"","","","","Teen Titans","","165357"
"","","","","Thor","","32746"
"","","","","Wonder Woman","","155278"
"","","","","World's Finest","","155279"
"","","","","X-Men","","32747"
"","","","","Mixed Items","","32748"
"","","","","Other Silver Age Superheroes","","75"
"","","","War","","","14213"
"","","","Westerns","","","3978"
"","","","Reprints","","","165358"
"","","","Other Silver Age Comics","","","74"
"","","Bronze Age (1970-83)","","","","12590"
"","","","Alternative & Underground","","","173580"
"","","","Cartoon Character","","","12591"
"","","","Classics Illustrated","","","14008"
"","","","Horror & Sci-Fi","","","12592"
"","","","Jungle","","","155281"
"","","","Movie, TV & Music","","","155282"
"","","","Romance","","","165361"
"","","","Sports","","","165362"
"","","","Superhero","","","33806"
"","","","","Aquaman","","155283"
"","","","","Avengers","","33807"
"","","","","Batman","","33808"
"","","","","Brave and the Bold","","33809"
"","","","","Captain America","","33810"
"","","","","Conan","","33811"
"","","","","Daredevil","","33812"
"","","","","Defenders","","88868"
"","","","","Dr. Strange","","73491"
"","","","","Fantastic Four","","33813"
"","","","","Flash","","33814"
"","","","","Ghost Rider","","82487"
"","","","","Green Lantern","","33815"
"","","","","Incredible Hulk","","33816"
"","","","","Iron Man","","33817"
"","","","","Justice League of America","","33818"
"","","","","Spider-Man","","33819"
"","","","","Star Wars","","33820"
"","","","","Superboy","","33821"
"","","","","Superman","","33822"
"","","","","Thor","","33823"
"","","","","Wonder Woman","","33825"
"","","","","World's Finest","","155284"
"","","","","X-Men","","33826"
"","","","","Mixed Items","","33827"
"","","","","Other Bronze Age Superheroes","","155285"
"","","","War","","","50749"
"","","","Westerns","","","155288"
"","","","Reprints","","","165363"
"","","","Other Bronze Age Comics","","","12589"
"","","Copper Age (1984-1991)","","","","165364"
"","","","Cartoon Character","","","165379"
"","","","Horror & Sci-Fi","","","165380"
"","","","Independent & Small Press","","","165378"
"","","","Jungle","","","165381"
"","","","Movie & TV","","","165382"
"","","","Music","","","165383"
"","","","Romance","","","165384"
"","","","Sports","","","165385"
"","","","Superhero","","","165386"
"","","","","Alpha Flight","","165387"
"","","","","Aquaman","","165388"
"","","","","Avengers","","165389"
"","","","","Batman","","165391"
"","","","","Captain America","","165392"
"","","","","Catwoman","","165393"
"","","","","Conan","","165394"
"","","","","Daredevil","","165395"
"","","","","Darkness","","165396"
"","","","","Deathlok","","165397"
"","","","","Defenders","","165398"
"","","","","Dr. Strange","","165399"
"","","","","Fantastic Four","","165400"
"","","","","Flash","","165402"
"","","","","Ghost Rider","","165403"
"","","","","GI Joe","","165404"
"","","","","Green Arrow","","165405"
"","","","","Green Lantern","","165406"
"","","","","Hawkman","","165407"
"","","","","Incredible Hulk","","165410"
"","","","","Iron Man","","165411"
"","","","","Justice League of America","","165412"
"","","","","Justice Society of America","","165413"
"","","","","Legion of Superheroes","","165415"
"","","","","Lobo","","165416"
"","","","","Moon Knight","","165418"
"","","","","Phantom","","165419"
"","","","","Punisher","","165420"
"","","","","Sandman","","165421"
"","","","","Secret Wars","","165422"
"","","","","Silver Surfer","","165424"
"","","","","Spider-Man","","165426"
"","","","","Star Wars","","165427"
"","","","","Superman","","165428"
"","","","","Swamp Thing","","165429"
"","","","","Teen Titans","","165430"
"","","","","Thor","","165431"
"","","","","Transformers","","165433"
"","","","","Ultraverse","","165435"
"","","","","Wolverine","","165437"
"","","","","Wonder Woman","","165438"
"","","","","X-Men","","165439"
"","","","","Mixed Items","","165440"
"","","","","Other Copper Age Superheroes","","165441"
"","","","War","","","165442"
"","","","Westerns","","","165443"
"","","","Reprints","","","165444"
"","","","Other Copper Age Comics","","","165445"
"","","Modern Age (1992-Now)","","","","900"
"","","","Cartoon Character","","","3980"
"","","","Horror & Sci-Fi","","","3981"
"","","","Independent & Small Press","","","3979"
"","","","Jungle","","","165446"
"","","","Movie & TV","","","3955"
"","","","Music","","","165447"
"","","","Romance","","","165448"
"","","","Sports","","","165449"
"","","","Superhero","","","32749"
"","","","","Alpha Flight","","82488"
"","","","","Aquaman","","155289"
"","","","","Avengers","","32750"
"","","","","Batgirl","","99948"
"","","","","Batman","","17076"
"","","","","Captain America","","32751"
"","","","","Catwoman","","32752"
"","","","","Conan","","17077"
"","","","","Daredevil","","32753"
"","","","","Darkness","","66506"
"","","","","Deadpool","","182968"
"","","","","Deathlok","","73492"
"","","","","Defenders","","88869"
"","","","","Dr. Strange","","73493"
"","","","","Fantastic Four","","32754"
"","","","","Fathom","","73494"
"","","","","Flash","","32755"
"","","","","Ghost Rider","","82489"
"","","","","GI Joe","","35762"
"","","","","Green Arrow","","66507"
"","","","","Green Lantern","","32756"
"","","","","Hawkman","","103933"
"","","","","Hellboy","","66508"
"","","","","Identity Crisis","","82490"
"","","","","Incredible Hulk","","32757"
"","","","","Iron Man","","73495"
"","","","","Justice League of America","","32758"
"","","","","Justice Society of America","","99955"
"","","","","Lady Death","","82491"
"","","","","Legion of Superheroes","","82492"
"","","","","Lobo","","82493"
"","","","","Magneto","","73496"
"","","","","Moon Knight","","98022"
"","","","","Phantom","","32759"
"","","","","Punisher","","32760"
"","","","","Sandman","","82494"
"","","","","Secret Wars","","82495"
"","","","","Shi","","74704"
"","","","","Silver Surfer","","32761"
"","","","","Spawn","","17079"
"","","","","Spider-Man","","17082"
"","","","","Star Wars","","32762"
"","","","","Superman","","17084"
"","","","","Swamp Thing","","82496"
"","","","","Teen Titans","","17081"
"","","","","Thor","","17080"
"","","","","Tomb Raider","","32763"
"","","","","Transformers","","32764"
"","","","","Ultimates","","32765"
"","","","","Ultraverse","","74705"
"","","","","Witchblade","","32766"
"","","","","Wolverine","","32767"
"","","","","Wonder Woman","","32768"
"","","","","X-Men","","17085"
"","","","","Mixed Items","","32769"
"","","","","Other Modern Age Superheroes","","155290"
"","","","War","","","165453"
"","","","Westerns","","","165454"
